" |text вонять канализация посудомоечный туалет детский группа далее работа провести внимание забор проба воздух группа детский сад необходимый делать период это время вонь максимальный рабочий день"
" |text ребенок принести садик яблоко который гнилой это видно снаружи кормить ребенок контролировать кормить ребенок возможно пюре гнилой картошка далее"
" |text группа около дверь обшарпать стена потолочь неприятно заходить группа весной потолочь течь капитальный ремонт еще очень далеко вроде"
" |text питаться наш ребенок соответствовать заявить меню начало день это сожаление случай прописать фрукт меню наш ребенок просто навсего раздаваться повышение цена улучшение разнообразие питание никакой"
" |text добрый день сентябрь месяц ждать открыть детский сад ремонт закончиться давно сад говорят ждать мебель удо самый говорят ждать мебель знать сад приезжать метшина выделить деньга мебель еще сентябрь октябрь месяц почему мебель сей пора"
" |text сделать ремонт штора группа родитель просить скинуться покупка штора территория гулять повсюду ям строительный"
" |text март год закрыть далее сад золотой рыбка стоять очередь весь ждать открытие январь администрация наш поселок поступить устный ответ средство мебель оборудование открыть садик"
" |text бедный ребенок родитель мучиться утренний вечерний время весь одевать снимать обувь друг друг весь детский сад идти маленький тесный тамбур весь нога мокрый обувь мокрый коврик дотянуться весь идти друг друг"
" |text мбдоу дюймовочка адрес год альметьевск ул чернышевский еще новое год стать плохо уходить вод группа полный колодец проблема сей пора решить стоить запах канализация ребенок это дышать заведовать говорить деньга откачка март месяц ничто"
" |text пос новый деть сад березка весь вход лесенка разрушаться родитель бояться нибыть вообще развалиться неужели год сделать ремонт ребенок прыгать спатыкаться просить сделать нибыть"
" |text деть сад уличный дверь ужасный состояние старша младш группа вообще закрываться замок промерзать дуть фото далеко весь дверь глава район сообщить сход хороший лыжный база построить кафе садик отремонтировать ужас"
" |text закрыть детский садик огонек ремонт весной год обещать открыть посещение ребенок сентябрь год пройти год садик заработать половина население поселок ребенок остаться дошкольный образование халатность местный руководство бардак"
" |text медицинский сестра детский садик городок чудо год альметьевск вечером год забрать ребенок детский сад измерить дом температура"
" |text пос новый подготовительный группа полый просто уходить поднога идти просто земля фундамет никакой глядеть ребенок играть провалиться улица ветрище группа жалкий градус половина дырявый просить поддержать помочь"
" |text весь время хватать нянечка нянечка работать е группа затем исчезать усталость обезвоживание организм проявляться болезнь"
" |text история фото длиться месяц никто ничто делать заведовать найти решение подставить тазик штукатурка сыпаться половина пройти невозможно ребенок родитель ходить носка мокрый пол итог ждать непонятно просьба разобраться"
" |text почему утром пускать группа деть сад держать фойе деть сад охранник закрывать дверь вход этаж ключ толпа родитель ребенок ждать переодеть завести группа пускать почему пропаганда нести заведущий деть сад"
" |text добрый день январь год ремонт закрытый детский сад сегодняшний день ремонт закончить финансирование мебель многий ребенок исполниться исполниться год мама нужно выходить работа вопрос ждать открытие сад"
" |text весь зимний период температура градус ребенок снимать обувь холодное отапливать тамбур это проходить носочек сырой влага ковер теплый помещение"
" |text детский сад давно требовать ремонт это залить электрощиток детский сад хотеть безопасность свой ребенок платить садик каждый месяц спрашиваться ладный еще картина снять шинковка увидеть никто"
" |text дерево участок детский сад скоро выдержать свалиться либо веранда детский площадка либо балкон дом который прилегать детский сад"
" |text вход детский сад завалить снег крыша упасть снег вместе ограждение антенна возможность который день попасть детский сад"
" |text детский сад заведовать это детский сад прийти утром работа обойти периметр здание детский сад отвратительный безответственный отношение работа почему родитель должный обращаться просить убрать свисать снег крыша просьба сегодня решить"
